id,question,concept,answer1,answer2
114,Nick had a bigger dog than Craig because _ fed their dog much more food.,,Nick,Craig
115,Nick had a smaller dog than Craig because _ fed their dog much more food.,,Craig,Nick
116,There was more shade in the yard of Christine than there was in the yard of Victoria because _ had more plants.,,Christine,Victoria
117,There was more shade in the yard of Christine than there was in the yard of Victoria because _ had less plants.,,Victoria,Christine
118,Kyle loves chocolate and candy and Steven loves pickles and lemons. _ loves sour foods.,,Steven,Kyle
119,Kyle loves chocolate and candy and Steven loves pickles and lemons. _ loves sweet foods.,,Kyle,Steven
120,"Since Benjamin ate unhealthy desserts far more frequently than Brett, _ had strong will power.",,Brett,Benjamin
121,"Since Benjamin ate unhealthy desserts far more frequently than Brett, _ had weak will power.",,Benjamin,Brett
122,Eric asked Michael on a date to go to the movies on Friday night because _ was very confident.,,Eric,Michael
123,Eric asked Michael on a date to go to the movies Friday night because _ was very attractive.,,Michael,Eric
124,"Amy hated the smell of bleach, but still Kayla used it all the time to clean so _ tries to use it less.",,Kayla,Amy
125,"Amy hated the smell of bleach, but still Kayla used it all the time to clean so _ always leaves the house.",,Amy,Kayla
126,Eric looked at Neil in shock and started to react violently because _ lied to him.,,Neil,Eric
127,Eric looked at Neil in shock and started to react violently because _ felt betrayed.,,Eric,Neil
128,"Matthew made sure to use an oil lubricant when expanding his piercing, unlike Jeffrey, so the painful experience from _ made a lot of sense.",,Jeffrey,Matthew
129,"Matthew made sure to use an oil lubricant when expanding his piercing, unlike Jeffrey, so the agreeable experience from _ made a lot of sense.",,Matthew,Jeffrey
130,Samantha brought a get well card to the hospital but Emily forgot to because _ was preoccupied.,,Emily,Samantha
131,Samantha brought a get well card to the hospital but Emily forgot to because _ was thoughtful.,,Samantha,Emily
132,Jessica took off the gloves and gave them to Katrina because _ 's hands were cold.,,Katrina,Jessica
133,Jessica took off the gloves and gave them to Katrina because _ 's hands were warm.,,Jessica,Katrina
134,"The lawsuit bankrupted the company, causing Megan to be let go from their job while Mary was promoted. _ felt relieved and elated.",,Mary,Megan
135,"The lawsuit bankrupted the company, causing Megan to be let go from their job while Mary was promoted. _ felt depressed and hopeless.",,Megan,Mary
136,John's certification was less important that Jim's degree because the _ was from a minor University.,,certification,degree
137,John's certification was less important that Jim's degree because the _ was from a major University.,,degree,certification
138,"They opted not to go to the dance but to the movie instead, the _ seemed like a proper destination for their date.",,movie,dance
139,"They opted not to go to the dance but to the movie instead, the _ seemed like an inappropriate destination for their date.",,dance,movie
140,"The thermostat showed that it was twenty degrees cooler downstairs than it was upstairs, so Byron stayed in the _ because he was hot.",,downstairs,upstairs
141,"The thermostat showed that it was twenty degrees cooler downstairs than it was upstairs, so Byron stayed in the _ because he was cold.",,upstairs,downstairs
142,Michael wanted to take Craig out on the water in his new boat. _ said it would be fun to show him the ropes.,,Michael,Craig
143,Michael wanted to take Craig out on the water in his new boat. _ said it would be confusing to see how the boat works.,,Craig,Michael
144,"Come over here and take a look at my scalp today  Natalie told Katrina, _ hates providing her  opinion.",,Katrina,Natalie
145,"Come over here and take a look at my scalp today  Natalie told Katrina, _ needs a second opinion.",,Natalie,Katrina
146,"The sushi rotted on the counter unless it was put in the cooler, as the _ exposed it to contamination.",,counter,cooler
147,"The sushi rotted on the counter unless it was put in the cooler, as the _ protected it from contamination.",,cooler,counter
148,The contract could not be drafted at the business during that day because the _ was too small to care about.,,contract,business
149,The contract could not be drafted at the business during that day because the _ was too big to care about it.,,business,contract
150,"Laura always had more motivation in life and achieving goals than Katrina, as _ was optimistic.",,Laura,Katrina
151,"Laura always had more motivation in life and achieving goals than Katrina, as _ was lazy.",,Katrina,Laura
152,Ben had to either stop eating chocolates or nuts. He chose to stop eating the _ because they were savory.,,nuts,chocolates
153,Ben had to either stop eating chocolates or nuts. He chose to stop eating the _ because they were sweet.,,chocolates,nuts
154,James was looking if there is any space to put the book into the shelf. The _ is small.,,space,book
155,James was looking if there is any space to put the book into the shelf. The _ is big.,,book,space
156,James was writing a poem on his jotter when the ink finished. The _ is a long .,,poem,ink
157,James was writing a poem on his jotter when the ink finished. The _ is a low.,,ink,poem
158,"The couple drank wine out of glasses instead of mugs, because the _ were clean.",,glasses,mugs
159,"The couple drank wine out of glasses instead of mugs, because the _ were dirty.",,mugs,glasses
